Month,Product,Customer,Cases,Unit Price,Promo,Total Price
7/1/2020,Product 3,Customer 6,78,16.8,0,1310.4
7/1/2020,Product 4,Customer 6,102,16.8,0,1713.6
7/1/2020,Product 1,Customer 15,36,16.8,0,604.8
7/1/2020,Product 2,Customer 15,36,16.8,0,604.8
7/1/2020,Product 3,Customer 15,36,16.8,0,604.8
7/1/2020,Product 4,Customer 15,36,16.8,0,604.8
7/1/2020,Product 5,Customer 15,36,16.8,0,604.8
7/1/2020,Product 1,Customer 3,12,16.8,0,201.6
7/1/2020,Product 2,Customer 3,6,16.8,0,100.8
7/1/2020,Product 3,Customer 3,204,16.8,0,3427.2
7/1/2020,Product 4,Customer 3,192,16.8,0,3225.6
7/1/2020,Product 5,Customer 3,144,16.8,0,2419.2
8/1/2020,Product 2,Customer 15,180,16.8,0,3024
8/1/2020,Product 1,Customer 15,72,16.8,0,1209.6
8/1/2020,Product 3,Customer 15,72,16.8,0,1209.6
8/1/2020,Product 4,Customer 15,36,16.8,0,604.8
8/1/2020,Product 5,Customer 15,36,16.8,0,604.8
8/1/2020,Product 3,Customer 8,66,16.8,0,1108.8
8/1/2020,Product 4,Customer 8,96,16.8,0,1612.8
8/1/2020,Product 5,Customer 8,18,16.8,0,302.4
8/1/2020,Product 3,Customer 14,120,16.8,0,2016
8/1/2020,Product 4,Customer 14,60,16.8,0,1008
9/1/2020,Product 2,Customer 2,90,14.28,1,1285.2
9/1/2020,Product 4,Customer 2,24,14.28,1,342.72
9/1/2020,Product 5,Customer 2,66,14.28,1,942.48
9/1/2020,Product 3,Customer 9,180,14.28,1,2570.4
9/1/2020,Product 4,Customer 9,12,14.28,1,171.36
9/1/2020,Product 5,Customer 9,72,14.28,1,1028.16
9/1/2020,Product 3,Customer 11,18,14.28,1,257.04
9/1/2020,Product 4,Customer 11,102,14.28,1,1456.56
9/1/2020,Product 5,Customer 11,60,14.28,1,856.8
9/1/2020,Product 3,Customer 5,180,14.28,1,2570.4
9/1/2020,Product 1,Customer 14,120,14.28,1,1713.6
9/1/2020,Product 2,Customer 14,210,14.28,1,2998.8
9/1/2020,Product 3,Customer 14,150,14.28,1,2142
9/1/2020,Product 4,Customer 14,30,14.28,1,428.4
9/1/2020,Product 5,Customer 14,30,14.28,1,428.4
9/1/2020,Product 3,Customer 6,114,14.28,1,1627.92
9/1/2020,Product 4,Customer 6,132,14.28,1,1884.96
9/1/2020,Product 1,Customer 12,6,14.28,1,85.68
9/1/2020,Product 2,Customer 12,6,14.28,1,85.68
9/1/2020,Product 3,Customer 12,360,14.28,1,5140.8
9/1/2020,Product 4,Customer 12,90,14.28,1,1285.2
9/1/2020,Product 5,Customer 12,180,14.28,1,2570.4
9/1/2020,Product 3,Customer 5,72,14.28,1,1028.16
9/1/2020,Product 4,Customer 5,102,14.28,1,1456.56
9/1/2020,Product 5,Customer 5,72,14.28,1,1028.16
9/1/2020,Product 3,Customer 1,288,14.28,1,4112.64
9/1/2020,Product 4,Customer 1,180,14.28,1,2570.4
9/1/2020,Product 3,Customer 4,72,14.28,1,1028.16
9/1/2020,Product 4,Customer 4,60,14.28,1,856.8
9/1/2020,Product 5,Customer 4,48,14.28,1,685.44
9/1/2020,Product 3,Customer 7,120,16.8,0,2016
9/1/2020,Product 4,Customer 7,60,16.8,0,1008
9/1/2020,Product 3,Customer 12,90,16.8,0,1512
9/1/2020,Product 4,Customer 12,90,16.8,0,1512
9/1/2020,Product 1,Customer 3,24,16.8,0,403.2
9/1/2020,Product 2,Customer 3,24,16.8,0,403.2
9/1/2020,Product 3,Customer 3,462,16.8,0,7761.6
9/1/2020,Product 4,Customer 3,360,16.8,0,6048
9/1/2020,Product 5,Customer 3,210,16.8,0,3528
10/1/2020,Product 3,Customer 8,162,14.28,1,2313.36
10/1/2020,Product 4,Customer 8,84,14.28,1,1199.52
10/1/2020,Product 5,Customer 8,54,14.28,1,771.12
10/1/2020,Product 3,Customer 9,114,14.28,1,1627.92
10/1/2020,Product 4,Customer 9,150,14.28,1,2142
10/1/2020,Product 5,Customer 9,78,14.28,1,1113.84
10/1/2020,Product 3,Customer 12,90,14.28,1,1285.2
10/1/2020,Product 4,Customer 12,180,14.28,1,2570.4
10/1/2020,Product 1,Customer 2,180,14.28,1,2570.4
10/1/2020,Product 2,Customer 2,186,14.28,1,2656.08
10/1/2020,Product 3,Customer 2,180,14.28,1,2570.4
10/1/2020,Product 4,Customer 2,180,14.28,1,2570.4
10/1/2020,Product 5,Customer 2,72,14.28,1,1028.16
10/1/2020,Product 3,Customer 11,108,14.28,1,1542.24
10/1/2020,Product 4,Customer 11,90,14.28,1,1285.2
10/1/2020,Product 5,Customer 11,30,14.28,1,428.4
10/1/2020,Product 1,Customer 16,324,16.8,0,5443.2
10/1/2020,Product 2,Customer 16,396,16.8,0,6652.8
10/1/2020,Product 4,Customer 16,396,16.8,0,6652.8
11/1/2020,Product 1,Customer 14,30,16.8,0,504
11/1/2020,Product 3,Customer 14,30,16.8,0,504
11/1/2020,Product 4,Customer 14,60,16.8,0,1008
11/1/2020,Product 5,Customer 14,60,16.8,0,1008
11/1/2020,Product 3,Customer 7,90,16.8,0,1512
11/1/2020,Product 4,Customer 7,84,16.8,0,1411.2
11/1/2020,Product 5,Customer 7,6,16.8,0,100.8
11/1/2020,Product 1,Customer 3,6,16.8,0,100.8
11/1/2020,Product 2,Customer 3,18,16.8,0,302.4
11/1/2020,Product 3,Customer 3,156,16.8,0,2620.8
11/1/2020,Product 4,Customer 3,144,16.8,0,2419.2
11/1/2020,Product 5,Customer 3,156,16.8,0,2620.8
11/1/2020,Product 2,Customer 15,72,16.8,0,1209.6
11/1/2020,Product 3,Customer 15,72,16.8,0,1209.6
11/1/2020,Product 5,Customer 15,36,16.8,0,604.8
11/1/2020,Product 1,Customer 12,48,16.8,0,806.4
11/1/2020,Product 4,Customer 12,90,16.8,0,1512
11/1/2020,Product 5,Customer 12,90,16.8,0,1512
11/1/2020,Product 1,Customer 15,72,16.8,0,1209.6
11/1/2020,Product 2,Customer 15,72,16.8,0,1209.6
11/1/2020,Product 4,Customer 15,36,16.8,0,604.8
11/1/2020,Product 3,Customer 6,96,16.8,0,1612.8
11/1/2020,Product 4,Customer 6,54,16.8,0,907.2
11/1/2020,Product 5,Customer 6,30,16.8,0,504
11/1/2020,Product 3,Customer 5,180,16.8,0,3024
11/1/2020,Product 4,Customer 5,12,16.8,0,201.6
11/1/2020,Product 5,Customer 5,12,16.8,0,201.6
11/1/2020,Product 2,Customer 2,180,16.8,0,3024
11/1/2020,Product 4,Customer 2,180,16.8,0,3024
11/1/2020,Product 5,Customer 2,66,16.8,0,1108.8
11/1/2020,Product 3,Customer 8,60,16.8,0,1008
11/1/2020,Product 4,Customer 8,78,16.8,0,1310.4
11/1/2020,Product 5,Customer 8,48,16.8,0,806.4
11/1/2020,Product 1,Customer 12,6,16.8,0,100.8
11/1/2020,Product 2,Customer 12,24,16.8,0,403.2
11/1/2020,Product 3,Customer 12,90,16.8,0,1512
11/1/2020,Product 5,Customer 12,90,16.8,0,1512
11/1/2020,Product 3,Customer 11,120,16.8,0,2016
11/1/2020,Product 4,Customer 11,30,16.8,0,504
11/1/2020,Product 5,Customer 11,30,16.8,0,504
11/1/2020,Product 3,Customer 9,180,16.8,0,3024
11/1/2020,Product 4,Customer 9,6,16.8,0,100.8
11/1/2020,Product 5,Customer 9,24,16.8,0,403.2
11/1/2020,Product 1,Customer 1,6,16.8,0,100.8
11/1/2020,Product 3,Customer 1,60,16.8,0,1008
11/1/2020,Product 4,Customer 1,90,16.8,0,1512
11/1/2020,Product 5,Customer 1,30,16.8,0,504
11/1/2020,Product 2,Customer 2,42,16.8,0,705.6
11/1/2020,Product 3,Customer 2,90,16.8,0,1512
11/1/2020,Product 5,Customer 2,48,16.8,0,806.4
11/1/2020,Product 3,Customer 5,48,16.8,0,806.4
11/1/2020,Product 4,Customer 5,72,16.8,0,1209.6
11/1/2020,Product 5,Customer 5,60,16.8,0,1008
11/1/2020,Product 3,Customer 7,48,16.8,0,806.4
11/1/2020,Product 4,Customer 7,60,16.8,0,1008
11/1/2020,Product 5,Customer 7,72,16.8,0,1209.6
11/1/2020,Product 3,Customer 6,48,16.8,0,806.4
11/1/2020,Product 4,Customer 6,96,16.8,0,1612.8
11/1/2020,Product 5,Customer 6,36,16.8,0,604.8
11/1/2020,Product 1,Customer 9,42,16.8,0,705.6
11/1/2020,Product 2,Customer 9,42,16.8,0,705.6
11/1/2020,Product 4,Customer 9,90,16.8,0,1512
11/1/2020,Product 5,Customer 9,54,16.8,0,907.2
11/1/2020,Product 3,Customer 5,48,16.8,0,806.4
11/1/2020,Product 4,Customer 5,72,16.8,0,1209.6
11/1/2020,Product 5,Customer 5,60,16.8,0,1008
11/1/2020,Product 3,Customer 10,180,16.8,0,3024
11/1/2020,Product 5,Customer 10,54,16.8,0,907.2
12/1/2020,Product 3,Customer 4,126,14.28,1,1799.28
12/1/2020,Product 4,Customer 4,60,14.28,1,856.8
12/1/2020,Product 5,Customer 4,24,14.28,1,342.72
12/1/2020,Product 1,Customer 2,54,14.28,1,771.12
12/1/2020,Product 3,Customer 2,180,14.28,1,2570.4
12/1/2020,Product 3,Customer 5,360,14.28,1,5140.8
12/1/2020,Product 4,Customer 5,192,14.28,1,2741.76
12/1/2020,Product 5,Customer 5,132,14.28,1,1884.96
12/1/2020,Product 3,Customer 6,108,14.28,1,1542.24
12/1/2020,Product 4,Customer 6,102,14.28,1,1456.56
12/1/2020,Product 5,Customer 6,78,14.28,1,1113.84
12/1/2020,Product 1,Customer 1,6,14.28,1,85.68
12/1/2020,Product 3,Customer 1,180,14.28,1,2570.4
12/1/2020,Product 4,Customer 1,42,14.28,1,599.76
12/1/2020,Product 5,Customer 1,30,14.28,1,428.4
12/1/2020,Product 1,Customer 2,42,14.28,1,599.76
12/1/2020,Product 2,Customer 2,180,14.28,1,2570.4
12/1/2020,Product 4,Customer 2,180,14.28,1,2570.4
12/1/2020,Product 5,Customer 2,384,14.28,1,5483.52
12/1/2020,Product 3,Customer 10,90,14.28,1,1285.2
12/1/2020,Product 4,Customer 10,54,14.28,1,771.12
12/1/2020,Product 5,Customer 10,60,14.28,1,856.8
12/1/2020,Product 2,Customer 12,6,14.28,1,85.68
12/1/2020,Product 3,Customer 12,450,14.28,1,6426
12/1/2020,Product 4,Customer 12,360,14.28,1,5140.8
12/1/2020,Product 5,Customer 12,180,14.28,1,2570.4
12/1/2020,Product 3,Customer 9,204,14.28,1,2913.12
12/1/2020,Product 4,Customer 9,108,14.28,1,1542.24
12/1/2020,Product 5,Customer 9,102,14.28,1,1456.56
12/1/2020,Product 3,Customer 8,90,14.28,1,1285.2
12/1/2020,Product 4,Customer 8,54,14.28,1,771.12
12/1/2020,Product 5,Customer 8,60,14.28,1,856.8
12/1/2020,Product 3,Customer 11,168,14.28,1,2399.04
12/1/2020,Product 4,Customer 11,96,14.28,1,1370.88
12/1/2020,Product 5,Customer 11,78,14.28,1,1113.84
12/1/2020,Product 1,Customer 15,144,14.28,1,2056.32
12/1/2020,Product 2,Customer 15,216,14.28,1,3084.48
12/1/2020,Product 3,Customer 15,72,14.28,1,1028.16
12/1/2020,Product 4,Customer 15,72,14.28,1,1028.16
12/1/2020,Product 1,Customer 14,150,14.28,1,2142
12/1/2020,Product 2,Customer 14,240,14.28,1,3427.2
12/1/2020,Product 3,Customer 14,30,14.28,1,428.4
12/1/2020,Product 4,Customer 14,30,14.28,1,428.4
12/1/2020,Product 5,Customer 14,60,14.28,1,856.8
12/1/2020,Product 1,Customer 16,144,14.28,1,2056.32
12/1/2020,Product 2,Customer 16,396,14.28,1,5654.88
12/1/2020,Product 4,Customer 16,72,14.28,1,1028.16
12/1/2020,Product 3,Customer 7,78,14.28,1,1113.84
12/1/2020,Product 4,Customer 7,72,14.28,1,1028.16
12/1/2020,Product 5,Customer 7,36,14.28,1,514.08
12/1/2020,Product 1,Customer 1,18,14.28,1,257.04
12/1/2020,Product 3,Customer 1,180,14.28,1,2570.4
12/1/2020,Product 4,Customer 1,180,14.28,1,2570.4
12/1/2020,Product 5,Customer 1,132,14.28,1,1884.96
12/1/2020,Product 3,Customer 8,198,14.28,1,2827.44
12/1/2020,Product 4,Customer 8,132,14.28,1,1884.96
12/1/2020,Product 5,Customer 8,96,14.28,1,1370.88
12/1/2020,Product 3,Customer 9,204,14.28,1,2913.12
12/1/2020,Product 4,Customer 9,108,14.28,1,1542.24
12/1/2020,Product 5,Customer 9,102,14.28,1,1456.56
12/1/2020,Product 3,Customer 11,168,14.28,1,2399.04
12/1/2020,Product 4,Customer 11,96,14.28,1,1370.88
12/1/2020,Product 5,Customer 11,78,14.28,1,1113.84
12/1/2020,Product 3,Customer 5,90,14.28,1,1285.2
12/1/2020,Product 4,Customer 5,90,14.28,1,1285.2
12/1/2020,Product 5,Customer 5,42,14.28,1,599.76
12/1/2020,Product 1,Customer 16,108,14.28,1,1542.24
12/1/2020,Product 4,Customer 16,72,14.28,1,1028.16
12/1/2020,Product 1,Customer 3,24,16.8,0,403.2
12/1/2020,Product 2,Customer 3,48,16.8,0,806.4
12/1/2020,Product 3,Customer 3,348,16.8,0,5846.4
12/1/2020,Product 4,Customer 3,240,16.8,0,4032
12/1/2020,Product 5,Customer 3,198,16.8,0,3326.4
12/1/2020,Product 6,Customer 15,120,16.8,0,2016
12/1/2020,Product 7,Customer 15,120,16.8,0,2016
12/1/2020,Product 8,Customer 15,120,16.8,0,2016
12/1/2020,Product 9,Customer 15,120,16.8,0,2016
1/1/2021,Product 4,Customer 6,84,14.28,1,1199.52
1/1/2021,Product 5,Customer 6,36,14.28,1,514.08
1/1/2021,Product 3,Customer 1,72,14.28,1,1028.16
1/1/2021,Product 3,Customer 1,66,14.28,1,942.48
1/1/2021,Product 4,Customer 1,54,14.28,1,771.12
1/1/2021,Product 5,Customer 1,60,14.28,1,856.8
1/1/2021,Product 1,Customer 2,252,14.28,1,3598.56
1/1/2021,Product 2,Customer 2,372,14.28,1,5312.16
1/1/2021,Product 3,Customer 2,432,14.28,1,6168.96
1/1/2021,Product 4,Customer 2,276,14.28,1,3941.28
1/1/2021,Product 5,Customer 2,192,14.28,1,2741.76
1/1/2021,Product 3,Customer 10,312,14.28,1,4455.36
1/1/2021,Product 4,Customer 10,156,14.28,1,2227.68
1/1/2021,Product 5,Customer 10,126,14.28,1,1799.28
1/1/2021,Product 1,Customer 9,12,14.28,1,171.36
1/1/2021,Product 2,Customer 9,18,14.28,1,257.04
1/1/2021,Product 3,Customer 9,138,14.28,1,1970.64
1/1/2021,Product 4,Customer 9,54,14.28,1,771.12
1/1/2021,Product 5,Customer 9,126,14.28,1,1799.28
1/1/2021,Product 3,Customer 8,66,14.28,1,942.48
1/1/2021,Product 4,Customer 8,138,14.28,1,1970.64
1/1/2021,Product 5,Customer 8,42,14.28,1,599.76
1/1/2021,Product 2,Customer 12,6,14.28,1,85.68
1/1/2021,Product 3,Customer 12,180,14.28,1,2570.4
1/1/2021,Product 4,Customer 12,90,14.28,1,1285.2
1/1/2021,Product 1,Customer 3,12,16.8,0,201.6
1/1/2021,Product 2,Customer 3,30,16.8,0,504
1/1/2021,Product 3,Customer 3,408,16.8,0,6854.4
1/1/2021,Product 4,Customer 3,270,16.8,0,4536
1/1/2021,Product 5,Customer 3,240,16.8,0,4032
1/1/2021,Product 1,Customer 16,72,16.8,0,1209.6
1/1/2021,Product 2,Customer 16,144,16.8,0,2419.2
1/1/2021,Product 4,Customer 16,216,16.8,0,3628.8
1/1/2021,Product 3,Customer 4,90,16.8,0,1512
1/1/2021,Product 4,Customer 4,66,16.8,0,1108.8
1/1/2021,Product 5,Customer 4,24,16.8,0,403.2
1/1/2021,Product 2,Customer 14,186,16.8,0,3124.8
1/1/2021,Product 4,Customer 14,18,16.8,0,302.4
1/1/2021,Product 5,Customer 14,60,16.8,0,1008
2/1/2021,Product 3,Customer 6,180,16.8,0,3024
2/1/2021,Product 4,Customer 6,90,16.8,0,1512
2/1/2021,Product 5,Customer 6,24,16.8,0,403.2
2/1/2021,Product 3,Customer 7,72,16.8,0,1209.6
2/1/2021,Product 4,Customer 7,60,16.8,0,1008
2/1/2021,Product 5,Customer 7,48,16.8,0,806.4
2/1/2021,Product 2,Customer 2,90,16.8,0,1512
2/1/2021,Product 5,Customer 2,72,16.8,0,1209.6
2/1/2021,Product 10,Customer 2,24,16.8,0,403.2
2/1/2021,Product 2,Customer 16,180,16.8,0,3024
2/1/2021,Product 2,Customer 15,66,16.8,0,1108.8
2/1/2021,Product 3,Customer 15,48,16.8,0,806.4
2/1/2021,Product 4,Customer 15,30,16.8,0,504
2/1/2021,Product 5,Customer 15,36,16.8,0,604.8
2/1/2021,Product 1,Customer 9,12,16.8,0,201.6
2/1/2021,Product 2,Customer 9,18,16.8,0,302.4
2/1/2021,Product 4,Customer 9,180,16.8,0,3024
2/1/2021,Product 1,Customer 16,54,16.8,0,907.2
2/1/2021,Product 2,Customer 16,72,16.8,0,1209.6
2/1/2021,Product 4,Customer 16,180,16.8,0,3024
2/1/2021,Product 2,Customer 1,180,16.8,0,3024
2/1/2021,Product 3,Customer 1,90,16.8,0,1512
2/1/2021,Product 4,Customer 1,90,16.8,0,1512
2/1/2021,Product 2,Customer 12,180,16.8,0,3024
2/1/2021,Product 3,Customer 12,90,16.8,0,1512
2/1/2021,Product 4,Customer 12,90,16.8,0,1512
2/1/2021,Product 1,Customer 14,30,16.8,0,504
2/1/2021,Product 2,Customer 14,180,16.8,0,3024
2/1/2021,Product 3,Customer 6,90,16.8,0,1512
2/1/2021,Product 4,Customer 6,90,16.8,0,1512
2/1/2021,Product 5,Customer 6,54,16.8,0,907.2
2/1/2021,Product 3,Customer 5,90,16.8,0,1512
2/1/2021,Product 4,Customer 5,90,16.8,0,1512
2/1/2021,Product 5,Customer 5,180,16.8,0,3024
2/1/2021,Product 1,Customer 3,18,16.8,0,302.4
2/1/2021,Product 3,Customer 3,138,16.8,0,2318.4
2/1/2021,Product 4,Customer 3,138,16.8,0,2318.4
2/1/2021,Product 5,Customer 3,138,16.8,0,2318.4
2/1/2021,Product 3,Customer 10,90,16.8,0,1512
2/1/2021,Product 5,Customer 10,90,16.8,0,1512
3/1/2021,Product 3,Customer 6,90,14.28,1,1285.2
3/1/2021,Product 5,Customer 6,90,14.28,1,1285.2
3/1/2021,Product 1,Customer 9,12,14.28,1,171.36
3/1/2021,Product 3,Customer 9,360,14.28,1,5140.8
3/1/2021,Product 5,Customer 9,90,14.28,1,1285.2
3/1/2021,Product 1,Customer 14,90,14.28,1,1285.2
3/1/2021,Product 3,Customer 14,36,14.28,1,514.08
3/1/2021,Product 4,Customer 14,30,14.28,1,428.4
3/1/2021,Product 5,Customer 14,24,14.28,1,342.72
3/1/2021,Product 1,Customer 16,90,14.28,1,1285.2
3/1/2021,Product 2,Customer 16,216,14.28,1,3084.48
3/1/2021,Product 4,Customer 16,90,14.28,1,1285.2
3/1/2021,Product 3,Customer 8,90,14.28,1,1285.2
3/1/2021,Product 4,Customer 8,90,14.28,1,1285.2
3/1/2021,Product 5,Customer 8,24,14.28,1,342.72
3/1/2021,Product 3,Customer 4,72,14.28,1,1028.16
3/1/2021,Product 4,Customer 4,60,14.28,1,856.8
3/1/2021,Product 5,Customer 4,48,14.28,1,685.44
3/1/2021,Product 1,Customer 1,6,14.28,1,85.68
3/1/2021,Product 2,Customer 1,6,14.28,1,85.68
3/1/2021,Product 3,Customer 1,90,14.28,1,1285.2
3/1/2021,Product 4,Customer 1,90,14.28,1,1285.2
3/1/2021,Product 5,Customer 1,180,14.28,1,2570.4
3/1/2021,Product 1,Customer 16,234,14.28,1,3341.52
3/1/2021,Product 2,Customer 16,612,14.28,1,8739.36
3/1/2021,Product 4,Customer 16,360,14.28,1,5140.8
3/1/2021,Product 3,Customer 7,36,14.28,1,514.08
3/1/2021,Product 4,Customer 7,126,14.28,1,1799.28
3/1/2021,Product 5,Customer 7,48,14.28,1,685.44
3/1/2021,Product 3,Customer 5,180,14.28,1,2570.4
3/1/2021,Product 4,Customer 5,180,14.28,1,2570.4
3/1/2021,Product 5,Customer 5,162,14.28,1,2313.36
3/1/2021,Product 1,Customer 12,24,14.28,1,342.72
3/1/2021,Product 3,Customer 12,180,14.28,1,2570.4
3/1/2021,Product 4,Customer 12,90,14.28,1,1285.2
3/1/2021,Product 5,Customer 12,90,14.28,1,1285.2
3/1/2021,Product 2,Customer 9,6,14.28,1,85.68
3/1/2021,Product 4,Customer 9,90,14.28,1,1285.2
3/1/2021,Product 5,Customer 9,96,14.28,1,1370.88
3/1/2021,Product 3,Customer 8,180,14.28,1,2570.4
3/1/2021,Product 4,Customer 8,90,14.28,1,1285.2
3/1/2021,Product 5,Customer 8,114,14.28,1,1627.92
3/1/2021,Product 3,Customer 11,90,14.28,1,1285.2
3/1/2021,Product 5,Customer 11,132,14.28,1,1884.96
3/1/2021,Product 1,Customer 15,42,14.28,1,599.76
3/1/2021,Product 2,Customer 15,108,14.28,1,1542.24
3/1/2021,Product 3,Customer 15,54,14.28,1,771.12
3/1/2021,Product 4,Customer 15,12,14.28,1,171.36
3/1/2021,Product 3,Customer 6,180,14.28,1,2570.4
3/1/2021,Product 4,Customer 6,90,14.28,1,1285.2
3/1/2021,Product 5,Customer 6,18,14.28,1,257.04
3/1/2021,Product 2,Customer 1,18,14.28,1,257.04
3/1/2021,Product 3,Customer 1,270,14.28,1,3855.6
3/1/2021,Product 4,Customer 1,90,14.28,1,1285.2
3/1/2021,Product 5,Customer 1,30,14.28,1,428.4
3/1/2021,Product 1,Customer 1,6,16.8,0,100.8
3/1/2021,Product 3,Customer 1,90,16.8,0,1512
3/1/2021,Product 5,Customer 1,90,16.8,0,1512
3/1/2021,Product 3,Customer 7,180,16.8,0,3024
3/1/2021,Product 4,Customer 7,24,16.8,0,403.2
3/1/2021,Product 5,Customer 7,30,16.8,0,504
3/1/2021,Product 1,Customer 9,12,16.8,0,201.6
3/1/2021,Product 2,Customer 9,12,16.8,0,201.6
3/1/2021,Product 3,Customer 9,180,16.8,0,3024
3/1/2021,Product 5,Customer 9,12,16.8,0,201.6
3/1/2021,Product 3,Customer 11,270,16.8,0,4536
3/1/2021,Product 5,Customer 11,54,16.8,0,907.2
3/1/2021,Product 1,Customer 3,30,16.8,0,504
3/1/2021,Product 2,Customer 3,30,16.8,0,504
3/1/2021,Product 3,Customer 3,504,16.8,0,8467.2
3/1/2021,Product 4,Customer 3,318,16.8,0,5342.4
3/1/2021,Product 5,Customer 3,78,16.8,0,1310.4
4/1/2021,Product 3,Customer 11,90,14.28,1,1285.2
4/1/2021,Product 4,Customer 11,180,14.28,1,2570.4
4/1/2021,Product 3,Customer 10,450,14.28,1,6426
4/1/2021,Product 4,Customer 10,90,14.28,1,1285.2
4/1/2021,Product 5,Customer 10,126,14.28,1,1799.28
4/1/2021,Product 1,Customer 1,24,14.28,1,342.72
4/1/2021,Product 3,Customer 1,114,14.28,1,1627.92
4/1/2021,Product 5,Customer 1,42,14.28,1,599.76
4/1/2021,Product 1,Customer 2,180,14.28,1,2570.4
4/1/2021,Product 10,Customer 2,24,14.28,1,342.72
4/1/2021,Product 1,Customer 12,6,14.28,1,85.68
4/1/2021,Product 4,Customer 12,270,14.28,1,3855.6
4/1/2021,Product 1,Customer 15,48,16.8,0,806.4
4/1/2021,Product 2,Customer 15,90,16.8,0,1512
4/1/2021,Product 3,Customer 15,24,16.8,0,403.2
4/1/2021,Product 4,Customer 15,18,16.8,0,302.4
4/1/2021,Product 1,Customer 15,18,16.8,0,302.4
4/1/2021,Product 2,Customer 15,18,16.8,0,302.4
4/1/2021,Product 3,Customer 15,66,16.8,0,1108.8
4/1/2021,Product 4,Customer 15,24,16.8,0,403.2
4/1/2021,Product 8,Customer 15,18,16.8,0,302.4
5/1/2021,Product 1,Customer 14,138,14.28,1,1970.64
5/1/2021,Product 2,Customer 14,12,14.28,1,171.36
5/1/2021,Product 3,Customer 14,30,14.28,1,428.4
5/1/2021,Product 10,Customer 2,12,14.28,1,171.36
5/1/2021,Product 1,Customer 15,30,14.28,1,428.4
5/1/2021,Product 2,Customer 15,24,14.28,1,342.72
5/1/2021,Product 3,Customer 15,30,14.28,1,428.4
5/1/2021,Product 4,Customer 15,6,14.28,1,85.68
5/1/2021,Product 6,Customer 15,12,14.28,1,171.36
5/1/2021,Product 10,Customer 2,12,14.28,1,171.36
5/1/2021,Product 3,Customer 2,180,16.8,0,3024
5/1/2021,Product 3,Customer 12,90,16.8,0,1512
5/1/2021,Product 5,Customer 12,90,16.8,0,1512
5/1/2021,Product 7,Customer 15,12,16.8,0,201.6
5/1/2021,Product 8,Customer 15,54,16.8,0,907.2
5/1/2021,Product 9,Customer 15,12,16.8,0,201.6
5/1/2021,Product 1,Customer 3,30,16.8,0,504
5/1/2021,Product 2,Customer 3,48,16.8,0,806.4
5/1/2021,Product 3,Customer 3,102,16.8,0,1713.6
5/1/2021,Product 4,Customer 3,60,16.8,0,1008
5/1/2021,Product 5,Customer 3,240,16.8,0,4032
5/1/2021,Product 4,Customer 2,180,16.8,0,3024
6/1/2021,Product 1,Customer 16,270,14.28,1,3855.6
6/1/2021,Product 2,Customer 16,360,14.28,1,5140.8
6/1/2021,Product 3,Customer 16,360,14.28,1,5140.8
6/1/2021,Product 1,Customer 12,18,14.28,1,257.04
6/1/2021,Product 2,Customer 12,30,14.28,1,428.4
6/1/2021,Product 3,Customer 12,90,14.28,1,1285.2
6/1/2021,Product 4,Customer 12,90,14.28,1,1285.2
6/1/2021,Product 2,Customer 2,90,14.28,1,1285.2
6/1/2021,Product 3,Customer 2,90,14.28,1,1285.2
6/1/2021,Product 5,Customer 2,6,14.28,1,85.68
6/1/2021,Product 10,Customer 2,30,14.28,1,428.4
6/1/2021,Product 1,Customer 9,24,14.28,1,342.72
6/1/2021,Product 2,Customer 9,36,14.28,1,514.08
6/1/2021,Product 3,Customer 8,180,14.28,1,2570.4
6/1/2021,Product 4,Customer 8,90,14.28,1,1285.2
6/1/2021,Product 5,Customer 8,96,14.28,1,1370.88
6/1/2021,Product 3,Customer 5,84,14.28,1,1199.52
6/1/2021,Product 4,Customer 5,96,14.28,1,1370.88
6/1/2021,Product 3,Customer 10,180,14.28,1,2570.4
6/1/2021,Product 5,Customer 10,90,14.28,1,1285.2
6/1/2021,Product 1,Customer 12,24,14.28,1,342.72
6/1/2021,Product 2,Customer 12,18,14.28,1,257.04
6/1/2021,Product 3,Customer 12,180,14.28,1,2570.4
6/1/2021,Product 5,Customer 12,90,14.28,1,1285.2
6/1/2021,Product 4,Customer 10,180,16.8,0,3024
6/1/2021,Product 2,Customer 15,78,16.8,0,1310.4
6/1/2021,Product 3,Customer 15,48,16.8,0,806.4
6/1/2021,Product 6,Customer 15,42,16.8,0,705.6
6/1/2021,Product 9,Customer 15,42,16.8,0,705.6
7/1/2021,Product 4,Customer 6,150,14.28,1,2142
7/1/2021,Product 5,Customer 6,36,14.28,1,514.08
7/1/2021,Product 3,Customer 7,24,14.28,1,342.72
7/1/2021,Product 4,Customer 7,72,14.28,1,1028.16
7/1/2021,Product 5,Customer 7,36,14.28,1,514.08
7/1/2021,Product 2,Customer 12,204,14.28,1,2913.12
7/1/2021,Product 4,Customer 12,90,14.28,1,1285.2
7/1/2021,Product 5,Customer 12,90,14.28,1,1285.2
7/1/2021,Product 2,Customer 5,162,14.28,1,2313.36
7/1/2021,Product 3,Customer 5,42,14.28,1,599.76
7/1/2021,Product 2,Customer 7,90,14.28,1,1285.2
7/1/2021,Product 3,Customer 7,72,14.28,1,1028.16
7/1/2021,Product 4,Customer 7,18,14.28,1,257.04
7/1/2021,Product 1,Customer 15,48,16.8,0,806.4
